Epoch: 1, Loss: 0.2835, Time: 3941.30s
Epoch: 2, Loss: 0.2268, Time: 3696.35s
Epoch: 3, Loss: 0.2065, Time: 3788.33s
Epoch: 4, Loss: 0.1916, Time: 3763.71s
Epoch: 5, Loss: 0.1800, Time: 3669.15s
Epoch: 6, Loss: 0.1733, Time: 3700.99s
Epoch: 7, Loss: 0.1651, Time: 3752.55s
Epoch: 8, Loss: 0.1596, Time: 3717.22s
Epoch: 9, Loss: 0.1523, Time: 3706.88s
Epoch: 10, Loss: 0.1499, Time: 3725.80s
