epoch,loss
1,0.28354280373922
2,0.22680143719220264
3,0.20649876652504126
4,0.19156434153018273
5,0.1800332134165386
6,0.173257703893677
7,0.1650872925741669
8,0.1596367486790771
9,0.1522750811148145
10,0.14985177809585945
